"id","TYPE","gender","NAME","description","icon_id","part","is_up_to_up","power_require"
"1628","0","0",,,"-1","-1","0","0"
"1629","0","0",,,"-1","-1","0","0"
"1630","0","0",,,"-1","-1","0","0"
"1631","0","0",,,"-1","-1","0","0"
"1632","0","0",,,"-1","-1","0","0"
"1633","0","0",,,"-1","-1","0","0"
"1634","0","0",,,"-1","-1","0","0"
"1635","0","0",,,"-1","-1","0","0"
"1636","0","0",,,"-1","-1","0","0"
"1637","0","0",,,"-1","-1","0","0"
"1638","0","0",,,"-1","-1","0","0"
"1639","0","0",,,"-1","-1","0","0"
"1640","0","0",,,"-1","-1","0","0"
"1641","0","0",,,"-1","-1","0","0"
"1642","0","0",,,"-1","-1","0","0"
"1643","0","0",,,"-1","-1","0","0"
"1644","0","0",,,"-1","-1","0","0"
"1645","0","0",,,"-1","-1","0","0"
"1646","0","0",,,"-1","-1","0","0"
"1647","0","0",,,"-1","-1","0","0"
"1648","0","0",,,"-1","-1","0","0"
"1649","0","0",,,"-1","-1","0","0"
"1650","0","0",,,"-1","-1","0","0"
"1651","0","0",,,"-1","-1","0","0"
"1652","0","0",,,"-1","-1","0","0"
"1653","0","0",,,"-1","-1","0","0"
"1654","0","0",,,"-1","-1","0","0"
"1655","0","0",,,"-1","-1","0","0"
"1656","0","0",,,"-1","-1","0","0"
"1657","0","0",,,"-1","-1","0","0"
"1658","0","0",,,"-1","-1","0","0"
"1659","0","0",,,"-1","-1","0","0"
"1660","0","0",,,"-1","-1","0","0"
"1661","0","0",,,"-1","-1","0","0"
"1662","0","0",,,"-1","-1","0","0"
"1663","0","0",,,"-1","-1","0","0"
"1664","0","0",,,"-1","-1","0","0"
"1665","0","0",,,"-1","-1","0","0"
"1666","0","0",,,"-1","-1","0","0"
"1667","0","0",,,"-1","-1","0","0"
"1668","0","0",,,"-1","-1","0","0"
"1669","0","0",,,"-1","-1","0","0"
"1670","0","0",,,"-1","-1","0","0"
"1671","0","0",,,"-1","-1","0","0"
"1672","0","0",,,"-1","-1","0","0"
"1673","0","0",,,"-1","-1","0","0"
"1674","0","0",,,"-1","-1","0","0"
"1675","0","0",,,"-1","-1","0","0"
"1676","0","0",,,"-1","-1","0","0"
"1677","0","0",,,"-1","-1","0","0"
"1678","0","0",,,"-1","-1","0","0"
"1679","0","0",,,"-1","-1","0","0"
"1680","0","0",,,"-1","-1","0","0"
"1681","0","0",,,"-1","-1","0","0"
"1682","0","0",,,"-1","-1","0","0"
"1683","0","0",,,"-1","-1","0","0"
"1684","0","0",,,"-1","-1","0","0"
"1685","0","0",,,"-1","-1","0","0"
"1686","0","0",,,"-1","-1","0","0"
"1687","0","0",,,"-1","-1","0","0"
"1688","0","0",,,"-1","-1","0","0"
"1689","0","0",,,"-1","-1","0","0"
"1690","0","0",,,"-1","-1","0","0"
"1691","0","0",,,"-1","-1","0","0"
"1692","0","0",,,"-1","-1","0","0"
"1693","0","0",,,"-1","-1","0","0"
"1694","0","0",,,"-1","-1","0","0"
"1695","0","0",,,"-1","-1","0","0"
"1696","0","0",,,"-1","-1","0","0"
"1697","0","0",,,"-1","-1","0","0"
"1698","0","0",,,"-1","-1","0","0"
"1699","0","0",,,"-1","-1","0","0"
"1700","0","0",,,"-1","-1","0","0"
"1701","0","0",,,"-1","-1","0","0"
"1702","0","0",,,"-1","-1","0","0"
"1703","0","0",,,"-1","-1","0","0"
"1704","0","0",,,"-1","-1","0","0"
"1705","0","0",,,"-1","-1","0","0"
"1706","0","0",,,"-1","-1","0","0"
"1707","0","0",,,"-1","-1","0","0"
"1708","0","0",,,"-1","-1","0","0"
"1709","0","0",,,"-1","-1","0","0"
"1710","0","0",,,"-1","-1","0","0"
"1711","0","0",,,"-1","-1","0","0"
"1712","0","0",,,"-1","-1","0","0"
"1713","0","0",,,"-1","-1","0","0"
"1714","0","0",,,"-1","-1","0","0"
"1715","0","0",,,"-1","-1","0","0"
"1716","0","0",,,"-1","-1","0","0"
"1717","0","0",,,"-1","-1","0","0"
"1718","0","0",,,"-1","-1","0","0"
"1719","0","0",,,"-1","-1","0","0"
"1720","0","0",,,"-1","-1","0","0"
"1721","0","0",,,"-1","-1","0","0"
"1722","0","0",,,"-1","-1","0","0"
"1723","0","0",,,"-1","-1","0","0"
"1724","0","0",,,"-1","-1","0","0"
"1725","0","0",,,"-1","-1","0","0"
"1726","0","0",,,"-1","-1","0","0"
"1727","0","0",,,"-1","-1","0","0"
"1728","0","0",,,"-1","-1","0","0"
"1729","0","0",,,"-1","-1","0","0"
"1730","0","0",,,"-1","-1","0","0"
"1731","0","0",,,"-1","-1","0","0"
"1732","0","0",,,"-1","-1","0","0"
"1733","0","0",,,"-1","-1","0","0"
"1734","0","0",,,"-1","-1","0","0"
"1735","0","0",,,"-1","-1","0","0"
"1736","0","0",,,"-1","-1","0","0"
"1737","0","0",,,"-1","-1","0","0"
"1738","0","0",,,"-1","-1","0","0"
"1739","0","0",,,"-1","-1","0","0"
"1740","0","0",,,"-1","-1","0","0"
"1741","0","0",,,"-1","-1","0","0"
"1742","0","0",,,"-1","-1","0","0"
"1743","0","0",,,"-1","-1","0","0"
"1744","0","0",,,"-1","-1","0","0"
"1745","0","0",,,"-1","-1","0","0"
"1746","0","0",,,"-1","-1","0","0"
"1747","0","0",,,"-1","-1","0","0"
"1748","0","0",,,"-1","-1","0","0"
"1749","0","0",,,"-1","-1","0","0"
"1750","0","0",,,"-1","-1","0","0"
"1751","0","0",,,"-1","-1","0","0"
"1752","0","0",,,"-1","-1","0","0"
"1753","0","0",,,"-1","-1","0","0"
"1754","0","0",,,"-1","-1","0","0"
"1755","0","0",,,"-1","-1","0","0"
"1756","0","0",,,"-1","-1","0","0"
"1757","0","0",,,"-1","-1","0","0"
"1758","0","0",,,"-1","-1","0","0"
"1759","0","0",,,"-1","-1","0","0"
"1760","0","0",,,"-1","-1","0","0"
"1761","0","0",,,"-1","-1","0","0"
"1762","0","0",,,"-1","-1","0","0"
"1763","0","0",,,"-1","-1","0","0"
"1764","0","0",,,"-1","-1","0","0"
"1765","0","0",,,"-1","-1","0","0"
"1766","0","0",,,"-1","-1","0","0"
"1767","0","0",,,"-1","-1","0","0"
"1768","0","0",,,"-1","-1","0","0"
"1769","0","0",,,"-1","-1","0","0"
"1770","0","0",,,"-1","-1","0","0"
"1771","0","0",,,"-1","-1","0","0"
"1772","0","0",,,"-1","-1","0","0"
"1773","0","0",,,"-1","-1","0","0"
"1774","0","0",,,"-1","-1","0","0"
"1775","0","0",,,"-1","-1","0","0"
"1776","0","0",,,"-1","-1","0","0"
"1777","0","0",,,"-1","-1","0","0"
"1778","0","0",,,"-1","-1","0","0"
"1779","0","0",,,"-1","-1","0","0"
"1780","0","0",,,"-1","-1","0","0"
"1781","0","0",,,"-1","-1","0","0"
"1782","0","0",,,"-1","-1","0","0"
"1783","0","0",,,"-1","-1","0","0"
"1784","0","0",,,"-1","-1","0","0"
"1785","0","0",,,"-1","-1","0","0"
"1786","0","0",,,"-1","-1","0","0"
"1787","0","0",,,"-1","-1","0","0"
"1788","0","0",,,"-1","-1","0","0"
"1789","0","0",,,"-1","-1","0","0"
"1790","0","0",,,"-1","-1","0","0"
"1791","0","0",,,"-1","-1","0","0"
"1792","0","0",,,"-1","-1","0","0"
"1793","0","0",,,"-1","-1","0","0"
"1794","0","0",,,"-1","-1","0","0"
"1795","0","0",,,"-1","-1","0","0"
"1796","0","0",,,"-1","-1","0","0"
"1797","0","0",,,"-1","-1","0","0"
"1798","0","0",,,"-1","-1","0","0"
"1799","0","0",,,"-1","-1","0","0"
"1800","0","0",,,"-1","-1","0","0"
"1801","0","0",,,"-1","-1","0","0"
"1802","0","0",,,"-1","-1","0","0"
"1803","0","0",,,"-1","-1","0","0"
"1804","0","0",,,"-1","-1","0","0"
"1805","0","0",,,"-1","-1","0","0"
"1806","0","0",,,"-1","-1","0","0"
"1807","0","0",,,"-1","-1","0","0"
"1808","0","0",,,"-1","-1","0","0"
"1809","0","0",,,"-1","-1","0","0"
"1810","0","0",,,"-1","-1","0","0"
"1811","0","0",,,"-1","-1","0","0"
"1812","0","0",,,"-1","-1","0","0"
"1813","0","0",,,"-1","-1","0","0"
"1814","0","0",,,"-1","-1","0","0"
"1815","0","0",,,"-1","-1","0","0"
"1816","0","0",,,"-1","-1","0","0"
"1817","0","0",,,"-1","-1","0","0"
"1818","0","0",,,"-1","-1","0","0"
"1819","0","0",,,"-1","-1","0","0"
"1820","0","0",,,"-1","-1","0","0"
"1821","0","0",,,"-1","-1","0","0"
"1822","0","0",,,"-1","-1","0","0"
"1823","0","0",,,"-1","-1","0","0"
"1824","0","0",,,"-1","-1","0","0"
"1825","0","0",,,"-1","-1","0","0"
"1826","0","0",,,"-1","-1","0","0"
"1827","0","0",,,"-1","-1","0","0"
"1828","0","0",,,"-1","-1","0","0"
"1829","0","0",,,"-1","-1","0","0"
"1830","0","0",,,"-1","-1","0","0"
"1831","0","0",,,"-1","-1","0","0"
"1832","0","0",,,"-1","-1","0","0"
"1833","0","0",,,"-1","-1","0","0"
"1834","0","0",,,"-1","-1","0","0"
"1835","0","0",,,"-1","-1","0","0"
"1836","0","0",,,"-1","-1","0","0"
"1837","0","0",,,"-1","-1","0","0"
"1838","0","0",,,"-1","-1","0","0"
"1839","0","0",,,"-1","-1","0","0"
"1840","0","0",,,"-1","-1","0","0"
"1841","0","0",,,"-1","-1","0","0"
"1842","0","0",,,"-1","-1","0","0"
"1843","0","0",,,"-1","-1","0","0"
"1844","0","0",,,"-1","-1","0","0"
"1845","0","0",,,"-1","-1","0","0"
"1846","0","0",,,"-1","-1","0","0"
"1847","0","0",,,"-1","-1","0","0"
"1848","0","0",,,"-1","-1","0","0"
"1849","0","0",,,"-1","-1","0","0"
"1850","0","0",,,"-1","-1","0","0"
"1851","0","0",,,"-1","-1","0","0"
"1852","0","0",,,"-1","-1","0","0"
"1853","0","0",,,"-1","-1","0","0"
"1854","0","0",,,"-1","-1","0","0"
"1855","0","0",,,"-1","-1","0","0"
"1856","0","0",,,"-1","-1","0","0"
"1857","0","0",,,"-1","-1","0","0"
"1858","0","0",,,"-1","-1","0","0"
"1859","0","0",,,"-1","-1","0","0"
"1860","0","0",,,"-1","-1","0","0"
"1861","0","0",,,"-1","-1","0","0"
"1862","0","0",,,"-1","-1","0","0"
"1863","0","0",,,"-1","-1","0","0"
"1864","0","0",,,"-1","-1","0","0"
"1865","0","0",,,"-1","-1","0","0"
"1866","0","0",,,"-1","-1","0","0"
"1867","0","0",,,"-1","-1","0","0"
"1868","0","0",,,"-1","-1","0","0"
"1869","0","0",,,"-1","-1","0","0"
"1870","0","0",,,"-1","-1","0","0"
"1871","0","0",,,"-1","-1","0","0"
"1872","0","0",,,"-1","-1","0","0"
"1873","0","0",,,"-1","-1","0","0"
"1874","0","0",,,"-1","-1","0","0"
"1875","0","0",,,"-1","-1","0","0"
"1876","0","0",,,"-1","-1","0","0"
"1877","0","0",,,"-1","-1","0","0"
"1878","0","0",,,"-1","-1","0","0"
"1879","0","0",,,"-1","-1","0","0"
"1880","0","0",,,"-1","-1","0","0"
"1881","0","0",,,"-1","-1","0","0"
"1882","0","0",,,"-1","-1","0","0"
"1883","0","0",,,"-1","-1","0","0"
"1884","0","0",,,"-1","-1","0","0"
"1885","0","0",,,"-1","-1","0","0"
"1886","0","0",,,"-1","-1","0","0"
"1887","0","0",,,"-1","-1","0","0"
"1888","0","0",,,"-1","-1","0","0"
"1889","0","0",,,"-1","-1","0","0"
"1890","0","0",,,"-1","-1","0","0"
"1891","0","0",,,"-1","-1","0","0"
"1892","0","0",,,"-1","-1","0","0"
"1893","0","0",,,"-1","-1","0","0"
"1894","0","0",,,"-1","-1","0","0"
"1895","0","0",,,"-1","-1","0","0"
"1896","0","0",,,"-1","-1","0","0"
"1897","0","0",,,"-1","-1","0","0"
"1898","0","0",,,"-1","-1","0","0"
"1899","0","0",,,"-1","-1","0","0"
"1900","0","0",,,"-1","-1","0","0"
"1901","0","0",,,"-1","-1","0","0"
"1902","0","0",,,"-1","-1","0","0"
"1903","0","0",,,"-1","-1","0","0"
"1904","0","0",,,"-1","-1","0","0"
"1905","0","0",,,"-1","-1","0","0"
"1906","0","0",,,"-1","-1","0","0"
"1907","0","0",,,"-1","-1","0","0"
"1908","0","0",,,"-1","-1","0","0"
"1909","0","0",,,"-1","-1","0","0"
"1910","0","0",,,"-1","-1","0","0"
"1911","0","0",,,"-1","-1","0","0"
"1912","0","0",,,"-1","-1","0","0"
"1913","0","0",,,"-1","-1","0","0"
"1914","0","0",,,"-1","-1","0","0"
"1915","0","0",,,"-1","-1","0","0"
"1916","0","0",,,"-1","-1","0","0"
"1917","0","0",,,"-1","-1","0","0"
"1918","0","0",,,"-1","-1","0","0"
"1919","0","0",,,"-1","-1","0","0"
"1920","0","0",,,"-1","-1","0","0"
"1921","0","0",,,"-1","-1","0","0"
"1922","0","0",,,"-1","-1","0","0"
"1923","0","0",,,"-1","-1","0","0"
"1924","0","0",,,"-1","-1","0","0"
"1925","0","0",,,"-1","-1","0","0"
"1926","0","0",,,"-1","-1","0","0"
"1927","0","0",,,"-1","-1","0","0"
"1928","0","0",,,"-1","-1","0","0"
"1929","0","0",,,"-1","-1","0","0"
"1930","0","0",,,"-1","-1","0","0"
"1931","0","0",,,"-1","-1","0","0"
"1932","0","0",,,"-1","-1","0","0"
"1933","0","0",,,"-1","-1","0","0"
"1934","0","0",,,"-1","-1","0","0"
"1935","0","0",,,"-1","-1","0","0"
"1936","0","0",,,"-1","-1","0","0"
"1937","0","0",,,"-1","-1","0","0"
"1938","0","0",,,"-1","-1","0","0"
"1939","0","0",,,"-1","-1","0","0"
"1940","0","0",,,"-1","-1","0","0"
"1941","0","0",,,"-1","-1","0","0"
"1942","0","0",,,"-1","-1","0","0"
"1943","0","0",,,"-1","-1","0","0"
"1944","0","0",,,"-1","-1","0","0"
"1945","0","0",,,"-1","-1","0","0"
"1946","0","0",,,"-1","-1","0","0"
"1947","0","0",,,"-1","-1","0","0"
"1948","0","0",,,"-1","-1","0","0"
"1949","0","0",,,"-1","-1","0","0"
"1950","0","0",,,"-1","-1","0","0"
"1951","0","0",,,"-1","-1","0","0"
"1952","0","0",,,"-1","-1","0","0"
"1953","0","0",,,"-1","-1","0","0"
"1954","0","0",,,"-1","-1","0","0"
"1955","0","0",,,"-1","-1","0","0"
"1956","0","0",,,"-1","-1","0","0"
"1957","0","0",,,"-1","-1","0","0"
"1958","0","0",,,"-1","-1","0","0"
"1959","0","0",,,"-1","-1","0","0"
"1960","0","0",,,"-1","-1","0","0"
"1961","0","0",,,"-1","-1","0","0"
"1962","0","0",,,"-1","-1","0","0"
"1963","0","0",,,"-1","-1","0","0"
"1964","0","0",,,"-1","-1","0","0"
"1965","0","0",,,"-1","-1","0","0"
"1966","0","0",,,"-1","-1","0","0"
"1967","0","0",,,"-1","-1","0","0"
"1968","0","0",,,"-1","-1","0","0"
"1969","0","0",,,"-1","-1","0","0"
"1970","0","0",,,"-1","-1","0","0"
"1971","0","0",,,"-1","-1","0","0"
"1972","0","0",,,"-1","-1","0","0"
"1973","0","0",,,"-1","-1","0","0"
"1974","0","0",,,"-1","-1","0","0"
"1975","0","0",,,"-1","-1","0","0"
"1976","0","0",,,"-1","-1","0","0"
"1977","0","0",,,"-1","-1","0","0"
"1978","0","0",,,"-1","-1","0","0"
"1979","0","0",,,"-1","-1","0","0"
"1980","0","0",,,"-1","-1","0","0"
"1981","0","0",,,"-1","-1","0","0"
"1982","0","0",,,"-1","-1","0","0"
"1983","0","0",,,"-1","-1","0","0"
"1984","0","0",,,"-1","-1","0","0"
"1985","0","0",,,"-1","-1","0","0"
"1986","0","0",,,"-1","-1","0","0"
"1987","0","0",,,"-1","-1","0","0"
"1988","0","0",,,"-1","-1","0","0"
"1989","0","0",,,"-1","-1","0","0"
"1990","0","0",,,"-1","-1","0","0"
"1991","0","0",,,"-1","-1","0","0"
"1992","0","0",,,"-1","-1","0","0"
"1993","11","3","Ngọc Rồng Namek 1 Sao","Mang về cho mẹ","2280","-1","0","0"
"1994","11","3","Ngọc Rồng Namek 2 Sao","Mang về cho mẹ","2281","-1","0","0"
"1995","11","3","Ngọc Rồng Namek 3 Sao","Mang về cho mẹ","2282","-1","0","0"
"1996","11","3","Ngọc Rồng Namek 4 Sao","Mang về cho mẹ","2283","-1","0","0"
"1997","11","3","Ngọc Rồng Namek 5 Sao","Mang về cho mẹ","2284","-1","0","0"
"1998","11","3","Ngọc Rồng Namek 6 Sao","Mang về cho mẹ","2285","-1","0","0"
"1999","11","3","Ngọc Rồng Namek 7 Sao","Mang về cho mẹ","2286","-1","0","0"
"2000","5","3","Cải trang Vegeta Hakai","Cải trang thành Vegeta Hakai bản quyền NROLOVE","15009","-1","0","15000000"
"2001","50","3","Vé đổi áo hủy diệt","Tới gặp Bill để sử dụng","15012","-1","0","0"
"2002","50","3","Vé đổi quần hủy diệt","Tới gặp Bill để sử dụng","15013","-1","0","0"
"2003","50","3","Vé đổi găng hủy diệt","Tới gặp Bill để sử dụng","15014","-1","0","0"
"2004","50","3","Vé đổi giày hủy diệt","Tới gặp Bill để sử dụng","15015","-1","0","0"
"2005","50","3","Vé đổi nhẫn hủy diệt","Tới gặp Bill để sử dụng","15016","-1","0","0"
"2006","27","3","Phiếu cải trang hải tặc","Nhận được cải trang hải tặc ngẫu nhiên 1-7 ngày","5721","-1","0","0"
"2007","27","3","Phiếu cải trang hải tặc","Nhận được cải trang hải tặc ngẫu nhiên 7-30 ngày","5721","-1","0","0"
"2008","27","3","Phiếu cải trang hải tặc","Nhận được cải trang hải tặc ngẫu nhiên","5721","-1","0","0"
"2009","27","3","Mảnh kích hoạt","Dùng để nâng cấp cấp đồ kích hoạt","15017","-1","0","0"
"2010","27","3","Bùa bảo vệ Vé","Tăng tỉ lệ nâng cấp thành công vé kích hoạt là 100%","15018","-1","0","0"
"2011","27","3","Thỏi vàng","Thỏi vàng khóa không thể giao dịch, có thể quy đổi ra vàng","15019","-1","0","1500000"
"2012","27","3","Hộp Quà Halloween","Mở nhận được vật phẩm ngẫu nhiên","15020","-1","0","0"
"2013","27","3","Kẹo Halloween","Vật phẩm sự kiện","15021","-1","0","0"
"2014","27","3","Bánh Quy Halloween","Vật phẩm sự kiện","15022","-1","0","0"
"2015","27","3","Bí Ngô Halloween","Vật phẩm sự kiện","15023","-1","0","0"
"2016","27","3","Giỏ Kẹo Bí Ngô","Vật phẩm sự kiện","15024","-1","0","0"
"2017","27","3","Hộp Ma Quỷ","Vật phẩm sự kiện","15025","-1","0","0"
"2018","27","3","Vé Đổi Kẹo","Vật phẩm sự kiện","15026","-1","0","1500000"
"2019","27","3","Túi Bảo Vệ","Giúp bảo vệ vật phẩm nâng cấp không bị giảm chỉ số","11716","-1","0","1500000"
"2020","27","3","Viên Capsule 20/10","Vật phẩm sự kiện","15028","-1","0","1500000"
"2021","27","3","Hộp Quà Teacher Day","Vật phẩm sự kiện","15029","-1","0","0"
"2022","27","3","Thẻ gia hạn","Tới gặp bà hạt mít để gai hạn cải trang thêm 1 ngày hạn sử dụng","6847","-1","0","0"
"2023","27","3","Vé Tặng Hồng Ngọc","Dùng Để Tặng Hồng Ngọc","14518","-1","0","0"
"2024","27","3","Hộp Quà Tân Thủ","Hộp quà tân thủ, chứa bên trong rất nhiều phần thưởng quý giá","20178","-1","0","0"
"2025","27","3","Bùa Đệ Tử Mabư Thông MInh","Giúp đệ tử của bạn thông minh hơn,tự động ăn đậu khi hết thể lực","1403","-1","0","0"
"2026","27","3","Kẹo giáng sinh","Vật phẩm sự kiện","15033","-1","0","0"
"2027","27","3","Lá Dong","Vật phẩm sự kiện","15034","-1","0","0"
"2028","27","3","Lá Chuối","Vật phẩm sự kiện","15035","-1","0","0"
"2029","27","3","Thịt Heo","Vật phẩm sự kiện","15036","-1","0","0"
"2030","27","3","Thịt ba chỉ","Vật phẩm sự kiện","15037","-1","0","0"
"2031","27","3","Gia vị tổng hợp","Vật phẩm sự kiện","15038","-1","0","0"
"2032","27","3","Phụ gia tạo màu","Vật phẩm sự kiện","15039","-1","0","0"
"2033","27","3","Bánh Tét (đã chín)","Vật phẩm sự kiện","15040","-1","0","0"
"2034","27","3","Bánh Tét","Vật phẩm sự kiện","15041","-1","0","0"
"2035","27","3","Bánh Chưng","Vật phẩm sự kiện","15042","-1","0","0"
"2036","27","3","Bánh Chưng (đã chín)","Vật phẩm sự kiện","15043","-1","0","0"
"2037","27","3","Gạo nếp","Vật phẩm sự kiện","15044","-1","0","0"
"2038","27","3","Đỗ xanh","Vật phẩm sự kiện","15045","-1","0","0"
"2039","27","3","Hộp Quà Tết","Vật phẩm sự kiện","15046","-1","0","0"
"2040","5","3","Cải trang Black Goku","Vật phẩm sự kiện","5141","0","0","0"
"2041","5","3","Cải trang Super Black Goku","Vật phẩm sự kiện","5173","0","0","0"
"2042","75","3","Cải trang Trung uý Trắng","Vật phẩm sự kiện","1550","0","0","0"
"2043","75","3","Cải trang Trung uý Xanh Lơ","Vật phẩm sự kiện","1495","0","0","0"
"2044","5","3","Cải trang Iron Man","Cải trang thành Iron Man","18079","-1","0","0"
"2045","5","3","Cải trang Cumber","Cải trang thành Cumber","11379","-1","0","0"
"2046","5","3","Cải trang Super Cumber","Cải trang thành Super Cumber","18145","-1","0","0"
"2047","5","3","Cải trang Kamin","Cải trang thành Kamin","18178","-1","0","0"
"2048","5","3","Cải trang Oren","Cải trang thành Oren","18210","-1","0","0"
"2049","5","3","Cải trang Kamioren","Cải trang thành Kamioren ","18242","-1","0","0"
"2050","5","3","Cải trang Black Panther","Cải trang thành Black Panther ","18029","-1","0","0"
"2051","5","3","Cải trang Granolal","Cải trang thành Granolal","17856","-1","0","0"
"2052","5","3","Cải trang Cell Max","Cải trang thành Xên Max","16000","-1","0","1500000"
"2053","72","3","Tử Thần","Ma Thú Trong Truyền Thuyết","18291","-1","0","1500000"
"2054","72","3","Tử Thần 2","Ma Thú Trong Truyền Thuyết","18293","-1","0","1500000"
"2055","72","3","Thú Lửa","Có Sức Mạnh To Lớn Của Lửa","18281","-1","0","1500000"
"2056","72","3","Thú Băng","Có Sức Mạnh To Lớn Của Băng","18281","-1","0","1500000"
"2057","72","3","Rừng Xanh","Pet Thần Thoại Rừng Xanh","18275","-1","0","1500000"
"2058","72","3","Chiến Binh","Linh Thú Chiến Binh","18277","-1","0","1500000"
"2059","72","3","Tử Điểu","Ma Thú Chim Tối Thượng","18283","-1","0","1500000"
"2060","72","3","Phượng Hoàng Lửa","Vật Phẩm Quý Hiếm","18305","-1","0","1500000"
"2061","27","3","Hộp capsule dò boss","Vật phẩm hỗ trợ","7222","-1","0","0"
"2062","72","3","Hồn Ma Hallowen","Vật Phẩm Quý Hiếm","20210","-1","0","1500000"
"2063","72","3","Mèo Phù Thủy","Vật Phẩm Quý Hiếm","20212","-1","0","1500000"
"2064","5","3","Yachirobe Xa Lánh","YTB KhanhDTK","11494","-1","0","0"
"2065","27","3","Hộp quà Avatar","Chứa các cải trang mới,  tỉ lệ 10% ra avatar vĩnh viễn với tất cả chỉ số 35%","-1","-1","0","0"
"2066","27","3","Hộp cải trang (Vip)","Chứa các cải trang mới,  tỉ lệ 10% ra cải trang vĩnh viễn với tất cả chỉ số 35%","20178","-1","0","0"
"2067","27","3","Trứng Linh Thú","Mở ra để nhận linh thú, có 10% tỉ lệ mở ra linh thú vĩnh viễn 10%","14011","-1","0","0"
"2068","27","3","Trứng pet","Mở ra để nhận pet, có tỉ lệ mở ra pet 10% vĩnh viễn","14010","-1","0","0"
"2069","27","3","Hộp quà vật phẩm","Chứa 100 item đeo lưng,có 10 tỉ lệ mở ra 10% vĩnh viễn","20178","-1","0","0"
"2070","27","3","Hộp cải trang thường","Chứa hơn 200 cải trang các loại, tỉ lệ 10% ra cải trang vĩnh viễn với tất cả chỉ số 35%","20178","-1","0","0"
"2071","72","3","Dragon Rider","Vật Phẩm Quý Hiếm","14001","-1","0","1500000"
"2072","72","3","Angel Rose","Vật Phẩm Quý Hiếm","14003","-1","0","1500000"
"2073","72","3","Devil (Red)","Vật Phẩm Quý Hiếm","14005","-1","0","1500000"
"2074","72","3","Devil (Pure)","Vật Phẩm Quý Hiếm","14009","-1","0","1500000"
"2075","72","3","Angel (White)","Vật Phẩm Quý Hiếm","14007","-1","0","1500000"
"2076","27","3","Hộp vật phẩm sự kiện","Vật phẩm sự kiện,có tỉ lệ 10% mở ra vĩnh viễn chỉ số 10%","20178","-1","0","0"
"2077","27","3","Nâng kỹ năng 5 đệ tử","Nâng chiêu 5 của đệ tử lên 1 cấp","7100","-1","0","0"
"2078","88","3","Gậy thiên sứ","Vật phẩm sự kiện","16214","77","0","0"
"2079","76","3","Đệ tử zenno","Vật phẩm sự kiện","16380","-1","0","0"
"2080","27","3","Cá tiên tri","Vật phẩm sự kiện","16412","-1","0","0"
"2081","5","3","Cải trang zenno","Vật phẩm sự kiện","16380","-1","0","0"
"2082","27","3","Điểm quyền năng","Vật phẩm sự kiện","14614","-1","0","0"
"2083","27","3","Hộp Quà Kích Hoạt","Mở ra để nhận set kích hoạt","20178","-1","0","0"
"2084","27","3","Đổi Skill 2 Đệ Tử","Dùng để đổi skill đệ tử khi bạn quá đen","7099","-1","0","0"
"2085","27","3","Đổi Skill 3 Đệ Tử","Dùng để đổi skill đệ tử khi bạn quá đen","7100","-1","0","0"
"2086","27","3","Đổi Skill 4 Đệ Tử","Dùng để đổi skill đệ tử khi bạn quá đen","7101","-1","0","0"
"2087","27","3","Đổi Skill 5 Đệ Tử","Dùng để đổi skill đệ tử khi bạn quá đen","7101","-1","0","0"
"2088","27","3","Hộp quà Avatar","Chứa các cải trang mới,  tỉ lệ 10% ra avatar vĩnh viễn với tất cả chỉ số 35%","20178","-1","0","0"
"2089","27","3","Hộp cải trang (Vip)","Chứa các cải trang mới,  tỉ lệ 10% ra cải trang vĩnh viễn với tất cả chỉ số 35%","20178","-1","0","0"
"2090","27","3","Trứng Linh Thú","Mở ra để nhận linh thú, có 10% tỉ lệ mở ra linh thú vĩnh viễn 10%","14011","-1","0","0"
"2091","27","3","Trứng pet","Mở ra để nhận pet, có tỉ lệ mở ra pet 10% vĩnh viễn","14010","-1","0","0"
"2092","27","3","Hộp vật phẩm sự kiện","Vật phẩm sự kiện,có tỉ lệ 10% mở ra vĩnh viễn chỉ số 10%","20178","-1","0","0"
"2093","27","3","Hộp cải trang thường","Chứa hơn 200 cải trang các loại, tỉ lệ 10% ra cải trang vĩnh viễn với tất cả chỉ số 35%","20178","-1","0","0"
"2094","27","3","Hộp Zamasu Tối Thượng","Mở ra để nhận cải trang Zamasu Tối Thượng 2% tỉ lệ vĩnh viễn chỉ số đến 40%","14015","-1","0","0"
"2095","27","3","Hộp quà vật phẩm","Chứa 100 item đeo lưng,có 10 tỉ lệ mở ra 10% vĩnh viễn","20178","-1","0","0"
"2096","27","3","Hồn Linh Thú","Dùng để nâng cấp linh thú","14047","-1","0","0"
"2097","72","3","Dragon","Vật Phẩm Quý Hiếm","14069","-1","0","1500000"
"2098","5","3","Goku Sjj4","Khi mặc trên người sư phụ Goku Sjj4 và đệ tử Vegeta Sjj4 hợp thể sẽ có hình dạng mới","20371","-1","0","0"
"2099","5","3","Vegeta Sjj4","Khi mặc trên người sư phụ Goku Sjj4 và đệ tử Vegeta Sjj4 hợp thể sẽ có hình dạng mới","20403","-1","0","0"
"2100","27","3","Hộp ván bay","2% vĩnh viễn","20178","-1","0","0"
"2101","0","0",,,"0","0","0","0"
"2102","11","3","Quạt gia cát lượng","YTB KhanhDTK","20497","95","0","0"
"2103","11","3","Lục thần","YTB KhanhDTK","20480","96","0","0"
